user_query,target_team,category
I love a good underdog story. Which team should I support?,자우버,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,자우버,cross_fan
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,자우버,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,자우버,cross_fan
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,자우버,cross_fan
I am looking for a team that is Privateer and Future Focused.,자우버,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,자우버,cross_fan
I am looking for a team that is Talent Scout and Ferrari Customer.,자우버,tag_based
I am looking for a team that is Underdog Spirit and Future Focused.,자우버,tag_based
I am looking for a team that is Talent Scout and Swiss Engineering.,자우버,tag_based
I am looking for a team that is BMW Era and Wind Tunnel Pioneers.,자우버,tag_based
I am looking for a team that is Pragmatic Racer and Financial Resilience.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I love a good underdog story. Which team should I support?,자우버,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,자우버,cross_fan
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Midfield Maestro and Talent Scout.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Audi Works Team and Opportunistic Points.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,자우버,cross_fan
I am looking for a team that is Ferrari Customer and Privateer.,자우버,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,자우버,cross_fan
I am looking for a team that is Midfield Maestro and Swiss Engineering.,자우버,tag_based
I am looking for a team that is Pay Driver Necessity and Audi Works Team.,자우버,tag_based
I am looking for a team that is Future Focused and Financial Resilience.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is BMW Era and Underdog Spirit.,자우버,tag_based
I am looking for a team that is Pay Driver Necessity and Pragmatic Racer.,자우버,tag_based
I am looking for a team that is Pay Driver Necessity and Talent Scout.,자우버,tag_based
I am looking for a team that is Pragmatic Racer and Underdog Spirit.,자우버,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,자우버,cross_fan
I am looking for a team that is Pragmatic Racer and Pay Driver Necessity.,자우버,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,자우버,cross_fan
I am looking for a team that is Talent Scout and Pragmatic Racer.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Opportunistic Points and Hinwil Legacy.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Swiss Engineering and Opportunistic Points.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Ferrari Customer and Underdog Spirit.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Future Focused and Hinwil Legacy.,자우버,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,자우버,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,자우버,cross_fan
I am looking for a team that is Opportunistic Points and Swiss Engineering.,자우버,tag_based
I love a good underdog story. Which team should I support?,자우버,narrative
I am looking for a team that is Privateer and Audi Works Team.,자우버,tag_based
